rental_id,branch,vehicle_type,rental_start,rental_end,rental_hours,price,feedback_score,maintenance_required
1586,HCM District 1,Bike,2025-10-09,2025-10-09 21:00:00,21,105,1,0
1587,Hanoi Center,Car,2025-03-23,2025-03-25 16:00:00,64,1088,2,1
1588,Hanoi Center,Electric Scooter,2025-07-05,2025-07-06 15:00:00,39,546,5,1
1589,HCM District 1,Electric Scooter,2025-08-09,2025-08-09 01:00:00,1,19,4,1
1590,Hanoi Center,Bike,2025-02-05,2025-02-07 15:00:00,63,1008,2,1
1591,Hanoi Center,Electric Scooter,2025-04-16,2025-04-16 18:00:00,18,162,2,1
1592,Hanoi Center,Car,2025-07-25,2025-07-27 22:00:00,70,490,1,0
1593,Hanoi Center,Car,2025-06-22,2025-06-22 22:00:00,22,242,5,1
1594,Da Nang City,Car,2025-05-16,2025-05-16 19:00:00,19,266,1,1
1595,Da Nang City,Bike,2025-04-05,2025-04-07 08:00:00,56,784,2,0
1596,HCM District 1,Electric Scooter,2025-06-18,2025-06-20 07:00:00,55,715,5,0
1597,Hanoi Center,Bike,2025-07-21,2025-07-22 04:00:00,28,532,5,0
1598,HCM District 1,Car,2025-09-24,2025-09-24 12:00:00,12,72,4,0
1599,Hanoi Center,Car,2025-05-12,2025-05-12 23:00:00,23,207,1,0
1600,Da Nang City,Bike,2025-08-02,2025-08-04 02:00:00,50,950,1,1
1601,Da Nang City,Bike,2025-01-31,2025-02-01 14:00:00,38,456,1,0
1602,Hanoi Center,Electric Scooter,2025-03-24,2025-03-26 02:00:00,50,400,4,1
1603,Hanoi Center,Electric Scooter,2025-08-31,2025-08-31 04:00:00,4,72,3,1
1604,Da Nang City,Electric Scooter,2025-04-16,2025-04-18 14:00:00,62,558,3,0
1605,HCM District 1,Electric Scooter,2025-02-06,2025-02-08 21:00:00,69,1311,3,1
1606,HCM District 1,Car,2025-05-15,2025-05-16 00:00:00,24,480,5,1
1607,Da Nang City,Bike,2025-06-21,2025-06-22 15:00:00,39,312,4,0
1608,Hanoi Center,Electric Scooter,2025-04-07,2025-04-09 15:00:00,63,1260,3,0
1609,Hanoi Center,Bike,2025-08-21,2025-08-21 22:00:00,22,154,2,1
1610,HCM District 1,Bike,2025-09-02,2025-09-03 21:00:00,45,810,5,0
1611,Da Nang City,Electric Scooter,2025-04-13,2025-04-13 17:00:00,17,204,4,0
1612,HCM District 1,Car,2025-03-11,2025-03-12 04:00:00,28,448,5,1
1613,Da Nang City,Electric Scooter,2025-10-07,2025-10-08 18:00:00,42,462,5,0
1614,Da Nang City,Electric Scooter,2025-02-26,2025-02-27 20:00:00,44,880,5,1
1615,Da Nang City,Car,2025-07-09,2025-07-09 12:00:00,12,168,1,0
1616,Da Nang City,Electric Scooter,2025-01-06,2025-01-06 12:00:00,12,180,1,0
1617,Da Nang City,Car,2025-01-19,2025-01-20 20:00:00,44,660,4,1
1618,HCM District 1,Car,2025-09-10,2025-09-11 23:00:00,47,235,2,1
1619,Da Nang City,Bike,2025-02-07,2025-02-09 23:00:00,71,923,4,0
1620,Da Nang City,Car,2025-07-10,2025-07-11 05:00:00,29,261,1,0
1621,Hanoi Center,Bike,2025-05-16,2025-05-16 08:00:00,8,88,2,0
1622,Hanoi Center,Electric Scooter,2025-08-27,2025-08-28 19:00:00,43,645,3,1
1623,HCM District 1,Electric Scooter,2025-04-10,2025-04-12 10:00:00,58,580,4,1
1624,Da Nang City,Electric Scooter,2025-08-17,2025-08-18 10:00:00,34,306,3,1
1625,HCM District 1,Electric Scooter,2025-06-29,2025-06-30 17:00:00,41,369,4,0
1626,Da Nang City,Car,2025-05-01,2025-05-01 09:00:00,9,72,1,1
1627,HCM District 1,Car,2025-02-05,2025-02-06 20:00:00,44,220,3,1
1628,Hanoi Center,Bike,2025-10-18,2025-10-18 23:00:00,23,322,4,0
1629,Hanoi Center,Bike,2025-01-04,2025-01-05 17:00:00,41,820,2,0
1630,Hanoi Center,Bike,2025-09-06,2025-09-08 17:00:00,65,1235,4,1
1631,Hanoi Center,Electric Scooter,2025-07-24,2025-07-27 00:00:00,72,1440,4,1
1632,HCM District 1,Car,2025-06-18,2025-06-19 16:00:00,40,280,3,1
1633,Da Nang City,Electric Scooter,2025-04-22,2025-04-22 07:00:00,7,35,5,1
1634,HCM District 1,Car,2025-10-14,2025-10-16 23:00:00,71,426,1,1
1635,HCM District 1,Car,2025-04-04,2025-04-04 02:00:00,2,14,3,0
1636,HCM District 1,Car,2025-10-15,2025-10-16 11:00:00,35,630,1,0
1637,Da Nang City,Car,2025-03-02,2025-03-02 17:00:00,17,102,2,1
1638,HCM District 1,Electric Scooter,2025-04-10,2025-04-10 18:00:00,18,162,3,0
1639,Hanoi Center,Car,2025-07-10,2025-07-10 04:00:00,4,60,3,1
1640,Da Nang City,Electric Scooter,2025-02-13,2025-02-13 07:00:00,7,119,5,0
1641,Hanoi Center,Bike,2025-10-21,2025-10-22 17:00:00,41,574,4,1
1642,Hanoi Center,Bike,2025-08-30,2025-08-31 05:00:00,29,348,5,1
1643,Da Nang City,Car,2025-02-05,2025-02-06 05:00:00,29,261,3,1
1644,Hanoi Center,Electric Scooter,2025-01-31,2025-02-01 05:00:00,29,290,1,0
1645,Da Nang City,Electric Scooter,2025-04-14,2025-04-14 19:00:00,19,361,4,0
1646,Hanoi Center,Bike,2025-06-17,2025-06-18 05:00:00,29,493,5,1
1647,HCM District 1,Bike,2025-07-18,2025-07-19 02:00:00,26,338,1,1
1648,HCM District 1,Electric Scooter,2025-06-19,2025-06-22 00:00:00,72,1224,4,1
1649,HCM District 1,Car,2025-03-28,2025-03-28 14:00:00,14,70,2,0
1650,Da Nang City,Car,2025-04-26,2025-04-29 00:00:00,72,1080,2,1
1651,Da Nang City,Bike,2025-09-08,2025-09-10 01:00:00,49,735,2,0
1652,HCM District 1,Electric Scooter,2025-01-10,2025-01-10 10:00:00,10,120,4,1
1653,Da Nang City,Bike,2025-06-29,2025-06-30 22:00:00,46,322,3,0
1654,Hanoi Center,Electric Scooter,2025-09-28,2025-09-30 09:00:00,57,513,1,0
1655,Da Nang City,Electric Scooter,2025-08-15,2025-08-16 12:00:00,36,540,2,0
1656,Hanoi Center,Car,2025-10-23,2025-10-25 04:00:00,52,312,2,1
1657,HCM District 1,Car,2025-09-08,2025-09-08 05:00:00,5,40,3,0
1658,Da Nang City,Bike,2025-06-08,2025-06-10 20:00:00,68,1088,3,1
1659,Hanoi Center,Electric Scooter,2025-08-11,2025-08-13 06:00:00,54,1026,1,1
1660,HCM District 1,Bike,2025-10-23,2025-10-25 20:00:00,68,340,3,0
1661,HCM District 1,Bike,2025-07-20,2025-07-22 10:00:00,58,638,1,0
1662,Hanoi Center,Electric Scooter,2025-07-18,2025-07-18 17:00:00,17,255,3,0
1663,Da Nang City,Bike,2025-05-31,2025-06-02 03:00:00,51,1020,1,1
1664,Hanoi Center,Bike,2025-10-28,2025-10-28 16:00:00,16,176,5,1
1665,HCM District 1,Car,2025-01-09,2025-01-11 14:00:00,62,744,2,1
1666,Hanoi Center,Bike,2025-07-08,2025-07-08 18:00:00,18,180,1,1
1667,HCM District 1,Bike,2025-07-19,2025-07-21 11:00:00,59,472,2,1
1668,HCM District 1,Bike,2025-04-07,2025-04-08 08:00:00,32,256,2,0
1669,HCM District 1,Electric Scooter,2025-06-18,2025-06-20 07:00:00,55,275,2,0
1670,Da Nang City,Bike,2025-03-25,2025-03-27 02:00:00,50,900,3,1
1671,Hanoi Center,Electric Scooter,2025-10-25,2025-10-27 19:00:00,67,335,2,0
1672,HCM District 1,Electric Scooter,2025-06-05,2025-06-06 09:00:00,33,198,1,0
1673,Hanoi Center,Electric Scooter,2025-10-18,2025-10-20 14:00:00,62,434,3,1
1674,Da Nang City,Electric Scooter,2025-04-25,2025-04-26 20:00:00,44,616,3,1
1675,Hanoi Center,Car,2025-05-26,2025-05-28 00:00:00,48,384,3,0
1676,HCM District 1,Car,2025-08-25,2025-08-25 11:00:00,11,187,4,1
1677,Da Nang City,Car,2025-09-29,2025-09-30 09:00:00,33,330,5,0
1678,HCM District 1,Electric Scooter,2025-06-29,2025-07-01 22:00:00,70,1120,3,0
1679,Hanoi Center,Bike,2025-09-11,2025-09-12 17:00:00,41,656,1,1
1680,Hanoi Center,Car,2025-04-30,2025-05-02 02:00:00,50,500,3,0
1681,Hanoi Center,Car,2025-09-16,2025-09-17 03:00:00,27,486,5,0
1682,HCM District 1,Car,2025-10-18,2025-10-19 00:00:00,24,264,4,0
1683,Hanoi Center,Electric Scooter,2025-06-08,2025-06-10 04:00:00,52,1040,2,0
1684,Hanoi Center,Bike,2025-06-20,2025-06-21 05:00:00,29,290,1,1
1685,Hanoi Center,Bike,2025-01-20,2025-01-22 08:00:00,56,280,1,1
1686,Da Nang City,Car,2025-01-10,2025-01-11 04:00:00,28,392,5,0
1687,Hanoi Center,Electric Scooter,2025-01-09,2025-01-10 03:00:00,27,540,5,0
1688,Hanoi Center,Car,2025-01-22,2025-01-24 01:00:00,49,931,5,1
1689,Hanoi Center,Bike,2025-03-10,2025-03-11 00:00:00,24,456,2,0
1690,HCM District 1,Bike,2025-06-11,2025-06-13 16:00:00,64,768,4,1
1691,Hanoi Center,Car,2025-09-21,2025-09-21 23:00:00,23,299,4,1
1692,Da Nang City,Car,2025-10-14,2025-10-14 17:00:00,17,187,4,1
1693,Hanoi Center,Car,2025-02-22,2025-02-24 13:00:00,61,488,2,1
1694,Hanoi Center,Electric Scooter,2025-05-07,2025-05-08 16:00:00,40,800,2,0
1695,Da Nang City,Bike,2025-03-03,2025-03-05 13:00:00,61,793,2,1
1696,Hanoi Center,Bike,2025-03-24,2025-03-24 11:00:00,11,77,3,0
1697,Hanoi Center,Bike,2025-06-06,2025-06-08 21:00:00,69,1380,1,1
1698,HCM District 1,Electric Scooter,2025-04-06,2025-04-07 11:00:00,35,455,5,1
1699,Da Nang City,Car,2025-05-30,2025-06-01 22:00:00,70,420,2,0
1700,HCM District 1,Electric Scooter,2025-10-07,2025-10-09 19:00:00,67,603,4,0
1701,HCM District 1,Bike,2025-01-11,2025-01-11 19:00:00,19,114,3,0
1702,HCM District 1,Bike,2025-10-01,2025-10-02 19:00:00,43,559,5,1
1703,HCM District 1,Bike,2025-08-30,2025-08-30 08:00:00,8,40,3,1
1704,Da Nang City,Car,2025-04-14,2025-04-14 17:00:00,17,340,2,0
1705,Hanoi Center,Electric Scooter,2025-05-25,2025-05-25 21:00:00,21,210,1,0
1706,HCM District 1,Bike,2025-05-02,2025-05-03 20:00:00,44,748,5,1
1707,Da Nang City,Car,2025-01-04,2025-01-05 01:00:00,25,425,1,1
1708,Hanoi Center,Car,2025-09-10,2025-09-10 07:00:00,7,98,1,1
1709,Da Nang City,Car,2025-05-13,2025-05-14 20:00:00,44,660,1,1
1710,HCM District 1,Car,2025-07-30,2025-07-30 19:00:00,19,209,1,1
1711,HCM District 1,Car,2025-05-13,2025-05-13 19:00:00,19,209,5,1
1712,Hanoi Center,Bike,2025-03-29,2025-03-31 11:00:00,59,1003,3,1
1713,Da Nang City,Car,2025-03-08,2025-03-10 20:00:00,68,340,3,1
1714,HCM District 1,Car,2025-01-24,2025-01-24 17:00:00,17,204,1,0
1715,Da Nang City,Bike,2025-07-04,2025-07-05 14:00:00,38,304,4,1
1716,Da Nang City,Electric Scooter,2025-09-30,2025-10-01 22:00:00,46,506,2,1
1717,Hanoi Center,Car,2025-03-10,2025-03-12 06:00:00,54,486,1,1
1718,HCM District 1,Car,2025-10-15,2025-10-17 08:00:00,56,672,1,1
1719,HCM District 1,Electric Scooter,2025-05-22,2025-05-23 10:00:00,34,476,1,0
1720,Hanoi Center,Electric Scooter,2025-09-21,2025-09-21 17:00:00,17,340,5,0
1721,HCM District 1,Car,2025-08-19,2025-08-19 10:00:00,10,130,5,0
1722,HCM District 1,Bike,2025-05-23,2025-05-24 13:00:00,37,185,4,1
1723,HCM District 1,Car,2025-05-21,2025-05-22 14:00:00,38,418,2,1
1724,HCM District 1,Bike,2025-04-29,2025-04-29 20:00:00,20,180,4,1
1725,Da Nang City,Electric Scooter,2025-06-12,2025-06-14 14:00:00,62,496,4,1
1726,Hanoi Center,Electric Scooter,2025-09-19,2025-09-21 22:00:00,70,630,5,0
1727,Da Nang City,Car,2025-01-25,2025-01-25 03:00:00,3,48,1,1
1728,Hanoi Center,Electric Scooter,2025-09-14,2025-09-15 09:00:00,33,165,5,1
1729,HCM District 1,Bike,2025-01-27,2025-01-27 12:00:00,12,192,4,0
1730,HCM District 1,Electric Scooter,2025-09-20,2025-09-21 13:00:00,37,740,1,1
1731,Hanoi Center,Electric Scooter,2025-01-03,2025-01-03 17:00:00,17,272,2,1
1732,Hanoi Center,Bike,2025-05-09,2025-05-09 17:00:00,17,238,4,0
1733,Da Nang City,Electric Scooter,2025-07-03,2025-07-05 10:00:00,58,754,5,1
1734,Hanoi Center,Car,2025-01-02,2025-01-03 06:00:00,30,180,3,0
1735,HCM District 1,Car,2025-04-24,2025-04-26 05:00:00,53,742,5,0
1736,Hanoi Center,Car,2025-09-20,2025-09-20 02:00:00,2,26,5,1
1737,HCM District 1,Bike,2025-02-27,2025-03-01 07:00:00,55,275,5,1
1738,Hanoi Center,Car,2025-09-15,2025-09-15 23:00:00,23,322,1,0
1739,Hanoi Center,Bike,2025-06-12,2025-06-14 01:00:00,49,490,4,1
1740,Hanoi Center,Car,2025-05-17,2025-05-19 12:00:00,60,300,2,1
1741,Hanoi Center,Bike,2025-08-25,2025-08-27 10:00:00,58,1044,4,1
1742,Da Nang City,Bike,2025-09-11,2025-09-12 03:00:00,27,540,3,0
1743,HCM District 1,Electric Scooter,2025-03-15,2025-03-16 20:00:00,44,220,1,0
1744,Hanoi Center,Car,2025-06-02,2025-06-02 11:00:00,11,176,3,1
1745,HCM District 1,Car,2025-01-23,2025-01-24 14:00:00,38,228,4,1
1746,HCM District 1,Car,2025-10-16,2025-10-18 23:00:00,71,1420,2,0
1747,Hanoi Center,Electric Scooter,2025-04-14,2025-04-16 22:00:00,70,1260,5,0
1748,HCM District 1,Car,2025-08-17,2025-08-19 19:00:00,67,670,3,0
1749,HCM District 1,Car,2025-03-05,2025-03-07 03:00:00,51,612,4,1
1750,Da Nang City,Electric Scooter,2025-08-03,2025-08-04 15:00:00,39,273,1,0
1751,HCM District 1,Car,2025-04-12,2025-04-14 18:00:00,66,528,5,1
1752,HCM District 1,Bike,2025-04-22,2025-04-24 08:00:00,56,896,4,1
1753,Hanoi Center,Electric Scooter,2025-01-05,2025-01-05 03:00:00,3,15,5,1
1754,HCM District 1,Electric Scooter,2025-10-24,2025-10-26 21:00:00,69,690,4,1
1755,HCM District 1,Car,2025-08-12,2025-08-14 18:00:00,66,858,1,0
1756,Da Nang City,Car,2025-04-07,2025-04-08 12:00:00,36,396,1,0
1757,HCM District 1,Bike,2025-03-16,2025-03-17 13:00:00,37,222,5,1
1758,HCM District 1,Bike,2025-10-03,2025-10-03 01:00:00,1,17,4,0
1759,Hanoi Center,Electric Scooter,2025-03-09,2025-03-10 00:00:00,24,360,1,1
1760,Da Nang City,Bike,2025-07-27,2025-07-29 11:00:00,59,708,3,0
1761,Hanoi Center,Electric Scooter,2025-03-02,2025-03-04 06:00:00,54,270,3,0
1762,Hanoi Center,Bike,2025-06-04,2025-06-05 21:00:00,45,540,4,1
1763,Hanoi Center,Bike,2025-07-08,2025-07-10 23:00:00,71,426,2,0
1764,Da Nang City,Electric Scooter,2025-02-15,2025-02-17 15:00:00,63,567,5,1
1765,HCM District 1,Car,2025-02-07,2025-02-07 07:00:00,7,112,1,0
1766,HCM District 1,Electric Scooter,2025-04-02,2025-04-03 01:00:00,25,475,5,1
1767,Da Nang City,Bike,2025-06-22,2025-06-22 14:00:00,14,210,5,0
1768,HCM District 1,Bike,2025-04-23,2025-04-23 17:00:00,17,204,3,0
1769,HCM District 1,Car,2025-09-10,2025-09-12 12:00:00,60,840,4,1
1770,Da Nang City,Bike,2025-02-04,2025-02-06 23:00:00,71,1278,1,0
1771,Da Nang City,Electric Scooter,2025-04-13,2025-04-15 12:00:00,60,540,4,0
1772,HCM District 1,Electric Scooter,2025-04-29,2025-05-01 12:00:00,60,480,4,0
1773,Hanoi Center,Car,2025-01-10,2025-01-11 04:00:00,28,364,2,0
1774,HCM District 1,Electric Scooter,2025-03-06,2025-03-07 13:00:00,37,444,5,1
1775,HCM District 1,Bike,2025-01-15,2025-01-15 15:00:00,15,150,1,0
1776,Hanoi Center,Electric Scooter,2025-04-21,2025-04-23 02:00:00,50,700,4,0
1777,Hanoi Center,Car,2025-05-05,2025-05-06 00:00:00,24,336,5,1
1778,HCM District 1,Car,2025-08-09,2025-08-10 09:00:00,33,627,3,0
1779,Hanoi Center,Electric Scooter,2025-08-09,2025-08-09 02:00:00,2,12,3,0
1780,HCM District 1,Electric Scooter,2025-07-30,2025-07-31 04:00:00,28,476,2,1
1781,Hanoi Center,Electric Scooter,2025-04-20,2025-04-20 21:00:00,21,420,4,1
1782,Hanoi Center,Car,2025-06-22,2025-06-23 07:00:00,31,155,4,1
1783,HCM District 1,Car,2025-04-17,2025-04-18 22:00:00,46,736,5,0
1784,HCM District 1,Bike,2025-03-06,2025-03-07 16:00:00,40,440,1,0
1785,Da Nang City,Car,2025-07-26,2025-07-28 00:00:00,48,768,2,0
1786,Da Nang City,Car,2025-03-25,2025-03-25 08:00:00,8,136,5,1
1787,Da Nang City,Electric Scooter,2025-02-20,2025-02-22 16:00:00,64,1216,3,1
1788,Hanoi Center,Electric Scooter,2025-03-03,2025-03-05 12:00:00,60,780,5,0
1789,Hanoi Center,Bike,2025-07-19,2025-07-21 08:00:00,56,392,5,1
1790,Hanoi Center,Car,2025-04-02,2025-04-03 01:00:00,25,500,3,1
1791,Da Nang City,Bike,2025-06-02,2025-06-03 06:00:00,30,570,4,1
1792,Hanoi Center,Car,2025-03-09,2025-03-09 18:00:00,18,306,5,1
1793,HCM District 1,Car,2025-06-27,2025-06-27 16:00:00,16,272,4,0
1794,Hanoi Center,Bike,2025-04-05,2025-04-06 00:00:00,24,312,1,1
1795,Da Nang City,Bike,2025-10-18,2025-10-18 04:00:00,4,60,2,0
1796,Hanoi Center,Bike,2025-03-25,2025-03-27 23:00:00,71,355,1,1
1797,Da Nang City,Electric Scooter,2025-04-23,2025-04-25 16:00:00,64,704,5,0
1798,Da Nang City,Electric Scooter,2025-07-24,2025-07-26 15:00:00,63,693,1,0
1799,Da Nang City,Car,2025-10-14,2025-10-15 23:00:00,47,376,5,0
1800,Da Nang City,Bike,2025-02-08,2025-02-08 12:00:00,12,216,1,1
1801,Da Nang City,Electric Scooter,2025-03-28,2025-03-29 20:00:00,44,264,2,1
1802,Da Nang City,Car,2025-08-19,2025-08-20 21:00:00,45,630,3,0
1803,Da Nang City,Electric Scooter,2025-02-17,2025-02-19 04:00:00,52,1040,3,1
1804,Hanoi Center,Car,2025-02-07,2025-02-09 11:00:00,59,590,2,0
1805,Hanoi Center,Electric Scooter,2025-02-03,2025-02-05 07:00:00,55,605,2,1
1806,Hanoi Center,Car,2025-07-30,2025-07-31 05:00:00,29,290,4,1
1807,Hanoi Center,Electric Scooter,2025-02-10,2025-02-12 14:00:00,62,620,1,1
1808,Da Nang City,Bike,2025-06-16,2025-06-17 18:00:00,42,378,4,1
1809,HCM District 1,Bike,2025-01-07,2025-01-09 10:00:00,58,870,3,0
1810,HCM District 1,Electric Scooter,2025-10-22,2025-10-25 00:00:00,72,1080,2,0
1811,HCM District 1,Electric Scooter,2025-01-16,2025-01-17 18:00:00,42,672,2,0
1812,Hanoi Center,Electric Scooter,2025-09-18,2025-09-18 16:00:00,16,224,4,1
1813,HCM District 1,Electric Scooter,2025-03-26,2025-03-26 01:00:00,1,7,5,0
1814,HCM District 1,Electric Scooter,2025-07-08,2025-07-10 19:00:00,67,603,1,0
1815,HCM District 1,Electric Scooter,2025-10-10,2025-10-12 01:00:00,49,686,2,1
1816,Hanoi Center,Bike,2025-05-26,2025-05-28 19:00:00,67,603,2,0
1817,HCM District 1,Bike,2025-07-31,2025-08-01 21:00:00,45,720,1,0
1818,HCM District 1,Electric Scooter,2025-03-05,2025-03-05 11:00:00,11,176,3,0
1819,HCM District 1,Bike,2025-02-09,2025-02-09 18:00:00,18,360,5,1
1820,Da Nang City,Bike,2025-04-16,2025-04-16 11:00:00,11,110,3,1
1821,Da Nang City,Electric Scooter,2025-07-06,2025-07-06 12:00:00,12,84,1,1
1822,Hanoi Center,Car,2025-08-16,2025-08-18 11:00:00,59,590,1,0
1823,HCM District 1,Car,2025-10-25,2025-10-28 00:00:00,72,1368,3,0
1824,Da Nang City,Bike,2025-03-28,2025-03-28 12:00:00,12,132,4,1
1825,Hanoi Center,Bike,2025-01-11,2025-01-13 11:00:00,59,826,1,0
1826,HCM District 1,Car,2025-09-09,2025-09-10 05:00:00,29,145,2,0
1827,Hanoi Center,Electric Scooter,2025-08-24,2025-08-25 15:00:00,39,234,1,0
1828,Da Nang City,Car,2025-09-20,2025-09-22 23:00:00,71,1420,3,0
1829,HCM District 1,Bike,2025-02-21,2025-02-23 00:00:00,48,384,1,1
1830,Da Nang City,Electric Scooter,2025-07-01,2025-07-01 07:00:00,7,105,4,0
1831,Hanoi Center,Electric Scooter,2025-08-03,2025-08-05 21:00:00,69,966,1,1
1832,Da Nang City,Bike,2025-08-03,2025-08-03 22:00:00,22,242,1,0
1833,Hanoi Center,Electric Scooter,2025-07-07,2025-07-07 09:00:00,9,117,1,0
1834,Hanoi Center,Bike,2025-02-05,2025-02-07 15:00:00,63,945,1,0
1835,Da Nang City,Car,2025-01-17,2025-01-19 10:00:00,58,522,5,1
1836,Hanoi Center,Electric Scooter,2025-02-05,2025-02-05 01:00:00,1,18,5,0
1837,HCM District 1,Car,2025-03-23,2025-03-26 00:00:00,72,648,5,0
1838,HCM District 1,Bike,2025-09-15,2025-09-15 18:00:00,18,342,3,1
1839,HCM District 1,Electric Scooter,2025-06-25,2025-06-25 04:00:00,4,32,1,0
1840,Da Nang City,Bike,2025-10-17,2025-10-19 05:00:00,53,265,5,1
1841,Hanoi Center,Car,2025-09-17,2025-09-18 09:00:00,33,165,4,1
1842,HCM District 1,Electric Scooter,2025-10-19,2025-10-19 11:00:00,11,99,5,1
1843,HCM District 1,Car,2025-09-29,2025-10-01 22:00:00,70,560,2,1
1844,Hanoi Center,Bike,2025-05-29,2025-05-29 17:00:00,17,306,1,1
1845,Hanoi Center,Car,2025-06-13,2025-06-14 12:00:00,36,288,3,1
1846,HCM District 1,Car,2025-09-12,2025-09-13 16:00:00,40,240,5,1
1847,HCM District 1,Car,2025-10-24,2025-10-24 07:00:00,7,63,5,0
1848,Da Nang City,Bike,2025-08-12,2025-08-13 04:00:00,28,224,5,1
1849,Hanoi Center,Bike,2025-06-01,2025-06-01 03:00:00,3,60,1,0
1850,HCM District 1,Bike,2025-02-07,2025-02-09 17:00:00,65,975,2,1
1851,HCM District 1,Car,2025-01-27,2025-01-28 17:00:00,41,410,2,0
1852,HCM District 1,Electric Scooter,2025-06-29,2025-07-01 13:00:00,61,305,2,0
1853,HCM District 1,Car,2025-10-24,2025-10-25 17:00:00,41,246,4,1
1854,Hanoi Center,Car,2025-03-18,2025-03-20 16:00:00,64,704,3,0
1855,HCM District 1,Car,2025-07-12,2025-07-12 02:00:00,2,36,3,1
1856,Da Nang City,Bike,2025-09-18,2025-09-18 01:00:00,1,14,4,1
1857,Da Nang City,Electric Scooter,2025-01-30,2025-02-01 12:00:00,60,1080,1,1
1858,HCM District 1,Bike,2025-03-01,2025-03-03 08:00:00,56,560,5,0
1859,HCM District 1,Electric Scooter,2025-02-17,2025-02-18 11:00:00,35,490,1,0
1860,HCM District 1,Car,2025-09-18,2025-09-18 09:00:00,9,117,4,0
1861,HCM District 1,Electric Scooter,2025-01-12,2025-01-12 02:00:00,2,10,5,0
1862,Hanoi Center,Electric Scooter,2025-01-06,2025-01-06 02:00:00,2,38,3,0
1863,HCM District 1,Car,2025-09-03,2025-09-04 03:00:00,27,135,3,1
1864,Da Nang City,Car,2025-02-04,2025-02-06 14:00:00,62,1240,5,1
1865,Da Nang City,Electric Scooter,2025-01-02,2025-01-04 22:00:00,70,630,2,0
1866,HCM District 1,Car,2025-07-27,2025-07-28 21:00:00,45,270,5,0
1867,Hanoi Center,Bike,2025-08-16,2025-08-17 17:00:00,41,369,2,0
1868,Hanoi Center,Bike,2025-05-07,2025-05-09 04:00:00,52,676,2,0
1869,HCM District 1,Bike,2025-07-21,2025-07-22 01:00:00,25,450,3,0
1870,Hanoi Center,Car,2025-04-24,2025-04-26 21:00:00,69,1311,1,1
1871,HCM District 1,Bike,2025-08-26,2025-08-28 03:00:00,51,969,3,1
1872,HCM District 1,Car,2025-07-08,2025-07-10 00:00:00,48,672,2,0
1873,Hanoi Center,Electric Scooter,2025-03-04,2025-03-04 08:00:00,8,48,1,0
1874,Da Nang City,Bike,2025-03-20,2025-03-20 07:00:00,7,126,5,1
1875,HCM District 1,Electric Scooter,2025-02-05,2025-02-06 07:00:00,31,403,4,0
1876,Hanoi Center,Electric Scooter,2025-02-07,2025-02-09 12:00:00,60,1080,4,0
1877,Hanoi Center,Electric Scooter,2025-10-05,2025-10-06 17:00:00,41,697,3,0
1878,Hanoi Center,Car,2025-09-20,2025-09-22 02:00:00,50,800,5,0
1879,Da Nang City,Car,2025-05-25,2025-05-25 06:00:00,6,90,4,1
1880,Da Nang City,Electric Scooter,2025-01-25,2025-01-26 07:00:00,31,310,5,0
1881,Hanoi Center,Bike,2025-05-17,2025-05-17 06:00:00,6,42,5,0
1882,Da Nang City,Electric Scooter,2025-01-18,2025-01-20 23:00:00,71,994,1,1
1883,HCM District 1,Electric Scooter,2025-03-19,2025-03-19 02:00:00,2,22,2,1
1884,Da Nang City,Electric Scooter,2025-09-08,2025-09-08 15:00:00,15,150,3,1
1885,Da Nang City,Car,2025-08-26,2025-08-26 06:00:00,6,120,4,0
1886,Hanoi Center,Electric Scooter,2025-10-01,2025-10-01 19:00:00,19,114,4,1
1887,Da Nang City,Bike,2025-02-24,2025-02-24 16:00:00,16,96,2,0
1888,HCM District 1,Car,2025-04-02,2025-04-04 23:00:00,71,994,5,1
1889,HCM District 1,Electric Scooter,2025-08-24,2025-08-24 06:00:00,6,90,1,1
1890,Hanoi Center,Electric Scooter,2025-05-12,2025-05-12 06:00:00,6,78,3,0
1891,Da Nang City,Electric Scooter,2025-09-28,2025-09-29 02:00:00,26,156,2,0
1892,Hanoi Center,Electric Scooter,2025-04-08,2025-04-08 03:00:00,3,42,3,0
1893,Hanoi Center,Car,2025-09-05,2025-09-06 11:00:00,35,315,5,0
1894,Hanoi Center,Electric Scooter,2025-10-10,2025-10-11 08:00:00,32,416,4,1
1895,HCM District 1,Car,2025-03-21,2025-03-21 17:00:00,17,289,3,1
1896,Hanoi Center,Electric Scooter,2025-02-27,2025-02-28 11:00:00,35,455,4,1
1897,HCM District 1,Car,2025-06-08,2025-06-08 05:00:00,5,65,2,0
1898,HCM District 1,Electric Scooter,2025-08-15,2025-08-16 08:00:00,32,448,3,0
1899,HCM District 1,Car,2025-02-25,2025-02-27 01:00:00,49,637,2,0
1900,HCM District 1,Car,2025-07-06,2025-07-08 01:00:00,49,441,3,1
1901,HCM District 1,Car,2025-08-20,2025-08-20 19:00:00,19,152,2,1
1902,HCM District 1,Car,2025-07-21,2025-07-21 09:00:00,9,126,5,0
1903,Hanoi Center,Bike,2025-07-11,2025-07-11 09:00:00,9,171,2,1
1904,Hanoi Center,Bike,2025-08-29,2025-08-31 07:00:00,55,550,4,0
1905,HCM District 1,Car,2025-03-02,2025-03-03 12:00:00,36,360,2,1
